age,income,credit_score,employment_type,loan_amount,loan_tenure,emi_to_income_ratio,past_default_history,default_status
66,159005.0518,549,Salaried,33986.64635,12,0.213729571,0,0
63,232911.2486,836,Contract,16183.2537,12,0.069478911,0,0
34,174211.3365,722,Salaried,15847.68252,36,0.030320627,0,0
26,499494.7368,755,Salaried,67712.60732,12,0.135558947,0,0
48,227922.1086,707,Salaried,41059.42901,24,0.090068637,1,0
52,192365.3356,691,Salaried,14274.83658,12,0.074202278,0,0
20,,479,Salaried,72227.63778,12,0.973484943,0,1
30,362125.7784,632,Salaried,44958.73835,36,0.04138272,0,0
69,79881.30259,799,Contract,58765.10069,48,0.183886192,0,0
54,200926.4373,402,Unemployed,57590.27492,36,0.095535521,0,0
55,67433.27176,739,Salaried,33588.99765,12,0.498018568,0,0
31,558410.2161,399,Salaried,61127.07881,24,0.054731955,0,0
23,175218.1061,583,Salaried,273206.0032,12,1.559127077,0,1
46,375265.1921,730,Self-Employed,41115.74452,12,0.109561,0,0
66,291089.7184,643,Unemployed,59597.81972,12,0.204731941,0,0
26,178634.9363,630,Salaried,18154.69063,12,0.101623297,0,0
53,278697.6425,721,Salaried,23726.42885,24,0.042564779,0,0
40,159452.9378,531,Salaried,41348.85773,36,0.086432496,0,0
32,27652.94497,611,Contract,17506.84901,60,0.126563411,0,0
67,77741.65041,604,Salaried,232240.9945,36,0.19912548,0,0
64,280283.0744,445,Salaried,58142.46718,12,0.207433068,0,0
67,97461.26756,554,Salaried,16430.69818,36,0.056188733,0,0
24,144385.5517,756,Salaried,26140.02212,36,0.060342718,0,0
64,236751.7781,832,Salaried,62941.12534,48,0.066459834,0,0
42,176855.6011,895,Contract,231842.4352,12,1.310824785,0,1
54,60652.59969,999,Salaried,31863.02966,60,0.105046534,0,0
40,62982.64773,368,Salaried,15523.5939,24,0.123213594,0,0
28,192540.5193,639,Self-Employed,70922.99026,60,0.073666125,1,0
63,351533.6247,747,Contract,103641.9322,36,0.098272623,0,0
25,560830.3182,837,Salaried,207415.2513,36,0.123276035,1,0
53,638835.7527,590,Self-Employed,120256.5722,60,0.03764796,0,0
59,242002.971,795,Self-Employed,86406.15843,48,0.089257039,0,0
56,331077.1215,714,Salaried,9263.226376,12,0.027978045,0,0
18,247079.4912,683,Salaried,50808.51582,24,0.102813164,1,0
69,85863.25509,594,Salaried,8542.840691,48,0.024869914,0,0
61,79688.78845,777,Unemployed,25253.46785,60,0.063370685,0,0
30,176396.0469,766,Contract,19679.16869,12,0.111554824,0,0
33,350367.3197,785,Salaried,48792.87979,12,0.139257305,0,0
63,95775.61601,695,Salaried,165498.9661,60,0.345553993,0,1
30,157275.7887,494,Self-Employed,36660.81834,24,0.116540574,0,0
54,280351.1243,765,Self-Employed,67347.02888,12,0.240213577,0,0
31,154100.9529,536,Unemployed,15794.18782,48,0.025621123,0,0
30,167021.7854,900,Salaried,19521.38823,24,0.058435448,0,0
63,378363.3718,843,Salaried,55634.19474,48,0.036758599,0,0
29,1916857.947,747,Salaried,10979.49657,12,0.005727826,0,0
45,68308.42681,709,Salaried,41001.77745,12,0.600139363,0,0
39,152358.0062,508,Self-Employed,58826.51562,12,0.386076742,0,0
37,672244.004,568,Self-Employed,32920.7441,36,0.016323516,0,1
64,175441.499,722,Self-Employed,12080.34773,36,0.022950711,1,0
36,95246.27885,555,Salaried,68975.32211,24,0.362043714,1,1
28,244286.8748,818,Unemployed,50155.43494,60,0.041060717,0,0
47,152931.8374,999,Contract,33716.45672,60,0.044089984,0,0
43,65887.0305,409,Salaried,13991.88937,60,0.042464629,1,1
32,122016.1191,610,Salaried,21087.39018,36,0.057602544,0,0
47,278479.8619,601,Self-Employed,23785.08098,48,0.021351684,1,0
46,96968.29578,770,Salaried,31710.26722,36,0.108992131,0,0
49,225024.9754,462,Unemployed,32697.27695,60,0.029059471,0,0
47,808123.8661,704,Salaried,13263.77428,60,0.00328256,0,0
61,73705.17923,433,Salaried,49583.13596,48,0.16815326,0,0
68,138443.8556,616,Salaried,34387.26407,36,0.082787552,0,0
33,225064.1361,729,Salaried,25033.9918,60,0.02224491,0,0
53,,656,Salaried,20323.99912,12,0.098625122,0,0
35,229154.4789,710,Self-Employed,20044.85713,36,0.02915618,0,0
58,147295.002,697,Salaried,65502.05119,60,0.088932706,0,0
65,248394.7847,900,Self-Employed,42083.80439,60,0.033882975,0,0
56,122634.6959,861,Salaried,45483.85817,36,0.123617566,0,0
45,111707.2876,618,Salaried,17564.31347,60,0.031443655,0,0
36,142844.5801,726,Self-Employed,150836.4263,12,1.055859143,0,1
28,428813.8381,790,Self-Employed,7889.017344,48,0.004599197,1,0
34,135971.5292,600,Unemployed,51304.62952,36,0.125761872,0,0
38,490296.9559,696,Unemployed,25663.72622,24,0.026170974,0,0
54,56957.64518,499,Self-Employed,119296.2009,36,0.698010321,1,1
61,364941.7633,572,Salaried,19419.29266,60,0.010642056,0,0
68,376717.1875,578,Salaried,36997.71786,48,0.024551932,0,0
51,152703.1645,495,Salaried,30093.50983,24,0.09852823,0,0
50,649755.9823,783,Salaried,52840.93533,60,0.016264555,0,0
46,161407.1427,541,Unemployed,16834.79635,36,0.034764147,0,0
21,255645.0255,616,Salaried,38372.86935,48,0.037523777,0,0
49,80344.88609,709,Salaried,45233.16738,36,0.187634479,0,0
28,192465.5383,652,Contract,41104.03176,24,0.106776178,0,0
43,89642.63476,493,Salaried,55138.13366,24,0.307502974,0,1
35,32647.16836,469,Salaried,134316.6457,48,1.028169519,1,1
49,385719.9242,553,Contract,6942.365548,48,0.004499476,0,1
44,200729.6862,635,Self-Employed,28889.51563,48,0.035978471,0,0
33,382682.1019,866,Self-Employed,116096.0985,12,0.303365267,0,0
27,,999,Self-Employed,22302.12392,36,0.04336535,0,0
61,50233.07698,563,Self-Employed,211379.3836,60,0.168278682,0,1
51,216540.6282,683,Salaried,10168.07518,24,0.023477146,0,0
50,,470,Salaried,33130.56814,12,0.160659634,0,0
27,113655.6997,552,Salaried,52689.12231,24,0.231768226,0,0
59,138352.4874,783,Self-Employed,23486.22338,48,0.042435425,1,0
43,227743.4064,684,Salaried,77266.34233,24,0.169625704,0,0
59,131680.5796,610,Salaried,16758.80946,12,0.127257052,1,0
42,195366.2351,693,Self-Employed,55910.41306,60,0.057233,1,0
19,173633.2436,633,Contract,121056.8113,12,0.697150171,1,1
43,149915.0685,755,Salaried,27867.41519,48,0.046468285,0,0
37,126363.5525,643,Self-Employed,98609.59008,60,0.156058016,0,0
20,48764.65499,581,Salaried,44960.22504,24,0.460878519,0,1
49,84384.53828,730,Contract,11174.92421,60,0.026481949,0,0
18,133748.686,553,Self-Employed,48724.42279,24,0.182132823,0,1
41,51542.26403,755,Unemployed,27779.89265,24,0.269423812,0,0
67,81875.92188,638,Salaried,11084.03734,60,0.027071239,1,0
60,238957.2776,550,Salaried,20713.71692,24,0.043339707,1,1
61,104432.9131,691,Salaried,97770.65945,12,0.936097858,1,1
50,255875.4214,688,Self-Employed,20941.23305,60,0.016367536,0,0
55,294177.7707,657,Salaried,27644.38582,24,0.046983934,0,0
65,47956.28535,650,Salaried,44358.94969,48,0.231188948,1,0
69,661135.2253,767,Salaried,40786.90577,12,0.061691109,0,0
52,136704.2925,734,Contract,23856.77569,24,0.087249205,1,0
34,60805.44429,478,Salaried,12972.94912,36,0.071103224,0,0
65,320936.0765,660,Contract,54823.76116,12,0.170818164,0,0
60,170023.0539,612,Self-Employed,170652.1667,24,0.501814663,0,0
65,29917.27115,642,Salaried,16406.66495,36,0.18272708,0,0
61,96009.06479,673,Self-Employed,5470.62908,60,0.011394644,0,0
50,104694.0046,582,Salaried,102514.587,48,0.244767689,0,1
28,337791.4887,631,Self-Employed,9696.552125,24,0.014352356,0,0
40,114079.5282,598,Salaried,136843.3295,36,0.399805699,0,1
55,113098.2794,728,Unemployed,73842.32056,48,0.163208687,0,0
49,219683.65,652,Salaried,17406.3462,60,0.015845872,0,0
36,129571.6574,552,Salaried,16202.88061,36,0.041679331,0,0
29,128870.0764,412,Self-Employed,29774.38172,24,0.115510172,0,0
45,394388.5142,515,Unemployed,46720.94902,36,0.03948689,0,0
19,195804.5231,672,Salaried,115663.2756,60,0.118134337,0,0
27,99930.2254,570,Self-Employed,94397.87137,48,0.236131102,0,1
36,448394.6426,640,Self-Employed,51149.00944,60,0.022813672,0,0
45,527181.5901,744,Salaried,72195.84779,60,0.027388743,0,0
64,261215.037,625,Salaried,48434.31541,48,0.046352701,0,0
25,266270.3251,462,Self-Employed,45506.81115,60,0.03417937,1,0
60,292277.8578,503,Salaried,26063.04035,12,0.089168473,0,0
40,148971.2061,577,Salaried,50439.30318,60,0.067711394,0,0
65,404719.3172,774,Salaried,58658.25522,48,0.036232837,0,0
62,129830.2827,611,Salaried,68396.29026,48,0.131691096,0,0
47,133464.7132,655,Salaried,19876.06854,24,0.074455192,1,0
45,66385.95308,582,Unemployed,190263.2438,36,0.191033242,0,1
30,76945.48502,733,Salaried,22742.75853,60,0.059104734,0,0
54,113769.6852,773,Salaried,63002.50983,48,0.138428495,0,0
29,121416.8144,475,Salaried,41471.66519,48,0.085382669,0,0
27,134060.8115,555,Contract,19224.16915,48,0.035846509,0,0
68,670503.853,886,Contract,12660.9212,60,0.003776472,1,0
34,131997.128,661,Salaried,55526.4593,36,0.140208636,1,0
18,184870.5156,625,Salaried,48311.90213,36,0.087103788,1,0
39,47414.20355,624,Self-Employed,68821.18712,48,0.362780393,0,0
32,94755.91997,682,Salaried,23887.242,12,0.252060423,1,0
33,71317.75056,548,Salaried,17738.50157,60,0.049736615,0,0
37,360485.0079,602,Salaried,72441.77545,24,0.100474864,0,0
27,205401.8401,671,Contract,9762.701782,12,0.047526991,0,0
59,102979.7269,551,Salaried,151064.9322,48,0.36669191,0,1
43,361933.4674,675,Salaried,28878.66386,36,0.026595778,0,0
66,250960.0794,589,Salaried,51208.53646,12,0.20404077,0,0
40,427923.794,642,Self-Employed,80890.83611,60,0.037805127,0,0
34,198131.3343,495,Self-Employed,39748.24654,24,0.10030175,0,0
51,637240.5874,574,Contract,211039.1729,36,0.110390122,0,0
58,50105.28811,628,Salaried,17930.84397,12,0.357777618,1,1
39,193811.5297,722,Salaried,68799.66704,48,0.088740086,0,0
21,208332.1613,707,Salaried,36697.67389,60,0.035227936,0,0
24,83987.72425,574,Salaried,119832.5274,12,1.426582391,0,1
22,215942.6693,668,Salaried,53174.31818,12,0.246229074,0,0
48,94989.62328,720,Self-Employed,9153.298154,48,0.024087215,1,0
36,67551.56955,836,Self-Employed,25268.2884,36,0.124664266,0,0
21,506600.154,591,Contract,72405.94729,36,0.047640617,0,0
67,163152.2034,704,Salaried,90110.72232,48,0.027613508,0,0
39,101232.9282,721,Unemployed,24115.72639,12,0.238191945,0,0
20,118032.7819,481,Salaried,26282.43542,12,0.222648007,0,0
40,53609.50216,534,Contract,31002.74844,24,0.289088772,0,0
21,588081.8459,591,Contract,27445.79491,36,0.015556358,1,0
63,67031.50858,657,Salaried,73664.36263,48,0.274688647,0,0
41,145723.8239,731,Self-Employed,147410.8965,24,0.505746949,1,1
31,188602.3031,999,Salaried,15516.33609,36,0.027421632,0,0
66,156031.5271,755,Unemployed,9173.692522,12,0.058789318,0,0
58,59673.15986,607,Salaried,9335.032536,12,0.156404583,0,0
68,556983.6094,741,Salaried,140915.0859,36,0.084330459,0,0
20,55182.04908,617,Unemployed,6164.425742,60,0.022337284,0,0
64,131835.5853,790,Salaried,20429.41069,24,0.077473587,0,0
38,127664.013,653,Salaried,43514.67518,24,0.170410534,0,0
43,326894.9032,844,Salaried,45498.60421,36,0.046393029,0,0
18,120470.658,469,Self-Employed,48751.30707,12,0.404633396,0,1
47,180772.1066,663,Self-Employed,7499.047239,48,0.010370169,1,0
68,546269.0021,793,Salaried,13087.70684,24,0.011978915,0,0
21,137165.7238,612,Salaried,25237.32216,48,0.045993842,0,0
31,100428.2946,825,Salaried,23031.53835,48,0.057326441,0,0
35,345517.762,595,Salaried,20469.8283,24,0.029620934,0,0
29,139572.6894,999,Salaried,31630.35077,48,0.056650824,1,0
55,723257.3976,661,Salaried,46417.39465,48,0.016044296,1,0
59,73014.43133,659,Contract,100380.0855,60,0.274914394,0,1
53,25617.98435,686,Salaried,22573.12329,60,0.176146212,0,0
33,133309.9409,591,Salaried,7032.312032,36,0.017582282,1,0
18,268268.9517,666,Contract,22509.93469,60,0.016780867,1,0
20,171321.98,585,Salaried,33719.77522,36,0.065602428,0,0
56,165623.8285,778,Salaried,33212.49036,36,0.066838378,0,0
52,385304.6789,802,Salaried,23347.69574,48,0.015148381,1,0
32,78015.53474,548,Contract,20745.18917,12,0.265870109,0,1
55,117766.3225,627,Self-Employed,87358.81432,36,0.247240784,1,0
33,236066.2707,740,Salaried,19222.89003,60,0.016285184,1,0
34,158365.5705,777,Salaried,319258.9682,48,0.503952307,0,1
51,318884.1818,662,Salaried,19107.61035,48,0.014979491,0,0
27,153177.3701,671,Contract,10378.48189,48,0.01693734,0,0
28,522955.1633,693,Self-Employed,61781.87615,60,0.02362744,0,0
45,151824.5624,658,Salaried,36380.24516,60,0.04792027,0,0
44,345153.8641,759,Salaried,37685.73006,24,0.054590755,0,0
55,122929.9163,564,Salaried,14307.45185,60,0.02327514,0,0
35,255001.9978,599,Self-Employed,28948.78689,36,0.037839474,0,0
64,146552.7044,754,Self-Employed,26375.35262,60,0.035991411,0,0
65,131309.3279,900,Salaried,32556.64647,12,0.24791591,0,0
47,325633.9239,671,Self-Employed,8030.324994,60,0.004931936,0,0
30,203410.8186,690,Salaried,166670.6936,12,0.819331355,0,0
33,126659.9724,739,Salaried,44988.1121,12,0.35515443,0,0
19,142087.5703,619,Salaried,75194.57839,36,0.176389411,1,0
37,271845.8228,650,Salaried,86467.80995,24,0.159031307,0,0
29,150222.4337,554,Salaried,38560.18546,48,0.06416669,0,0
46,44762.70838,731,Salaried,8483.081157,12,0.18946145,0,0
63,101326.6974,725,Salaried,132351.7725,36,0.435344628,0,1
25,97351.39941,723,Contract,60467.82803,60,0.124210593,0,0
55,539020.1078,628,Salaried,25595.86274,48,0.011871214,0,0
63,100144.6039,741,Salaried,164681.1334,60,0.328847279,0,1
64,209904.4051,555,Self-Employed,74150.95385,48,0.088310099,0,0
37,91429.66171,651,Salaried,39436.2451,48,0.107818046,0,0
52,153530.7755,608,Self-Employed,30887.48787,12,0.201165361,0,0
56,337104.0673,600,Salaried,6189.009643,24,0.009179345,0,0
48,283027.3007,587,Salaried,10760.38619,24,0.019008643,0,0
33,368615.9749,542,Self-Employed,52989.83261,36,0.04791627,0,0
40,129991.0181,999,Self-Employed,23124.14418,24,0.088936951,0,0
51,216343.394,593,Salaried,12806.89887,36,0.019731268,0,0
49,58659.47454,620,Salaried,67234.28029,24,0.572972478,0,0
34,235219.9227,685,Contract,23528.922,48,0.025006089,0,0
60,76512.89543,681,Salaried,59380.70356,36,0.258655275,1,1
41,113185.2055,542,Self-Employed,39561.6134,12,0.349492845,0,0
52,72992.3906,670,Contract,176256.9567,60,0.48286673,0,1
40,297285.5206,644,Salaried,10208.81778,24,0.017169362,0,0
25,,666,Self-Employed,43272.32681,12,0.104444723,0,0
40,41525.1011,500,Contract,47794.84007,12,1.150654206,1,1
38,89886.86896,840,Contract,23491.6828,36,0.08710411,0,0
36,118461.6482,649,Salaried,155010.3448,12,1.308395134,0,1
48,,459,Salaried,22298.15067,36,0.51330868,1,1
67,297945.2464,593,Salaried,27592.83349,24,0.046303344,0,0
24,123293.5103,655,Self-Employed,68485.35959,60,0.111082399,0,0
65,47811.00518,861,Salaried,14267.47538,24,0.149169582,0,0
41,178793.9676,581,Salaried,764500.492,24,2.13779356,1,1
63,44021.83658,696,Self-Employed,64669.25152,36,0.489542108,0,1
25,111775.0659,775,Contract,240710.8684,24,1.076649013,0,1
30,345531.7089,687,Salaried,34356.51196,24,0.049713699,0,0
20,90184.66104,671,Salaried,276054.2033,48,0.153029059,0,0
51,246162.1769,714,Salaried,21231.9242,60,0.017249514,0,0
30,284990.6023,695,Self-Employed,56896.12837,24,0.099816858,0,0
49,786640.426,616,Self-Employed,80339.97431,24,0.051064467,0,0
52,235730.0127,688,Salaried,25261.2305,60,0.02143125,0,0
38,192416.9349,531,Salaried,11548.67726,12,0.060015284,0,0
18,121663.4378,696,Salaried,57169.40041,36,0.156617203,0,0
19,70626.61128,539,Salaried,19044.37964,24,0.134801487,0,0
59,65981.92849,690,Contract,45212.66035,36,0.228367778,0,0
60,153981.7217,780,Self-Employed,34327.64848,60,0.044583179,0,0
43,181333.4656,365,Salaried,10684.5257,24,0.029459037,0,0
20,243315.6604,756,Self-Employed,80509.20441,36,0.110289153,0,0
41,231186.4615,737,Salaried,139591.5958,36,0.201257965,1,1
43,58542.12691,736,Salaried,20918.90937,36,0.119085881,0,0
25,134248.7627,776,Contract,147499.7554,36,0.366202189,0,0
64,106042.9804,746,Salaried,23828.08409,48,0.056169178,0,0
54,221943.5954,664,Salaried,48198.59925,12,0.217154243,0,0
25,153500.4272,752,Salaried,35411.75958,48,0.057669207,0,0
35,,739,Self-Employed,144576.1286,60,0.308952004,0,1
35,100441.7095,863,Contract,66880.80923,36,0.221929117,0,0
29,89638.7325,535,Contract,116638.405,24,0.650515627,1,1
53,31360.33018,704,Salaried,25659.81526,48,0.204478079,0,0
57,528107.28,563,Self-Employed,59478.25118,48,0.005631138,0,0
19,206109.9786,626,Salaried,34692.16923,60,0.033661786,0,0
37,79582.13128,528,Self-Employed,16448.0763,60,0.041329872,0,0
20,325709.4653,574,Salaried,124524.9606,60,0.07646101,0,0
57,213899.8455,810,Contract,45608.9988,12,0.213213993,0,0
61,160267.0044,664,Salaried,29674.81275,24,0.092572364,1,0
51,104319.0709,637,Salaried,40038.6593,36,0.127921813,0,0
66,94754.96169,555,Salaried,83412.2129,48,0.220045603,0,1
63,487081.2015,743,Contract,14146.0612,12,0.029041796,0,0
63,216410.1302,704,Salaried,81096.72687,36,0.124905167,0,0
23,215330.7292,999,Salaried,23272.36766,60,0.021614259,0,0
57,82076.91683,782,Salaried,81667.28196,60,0.198972736,0,0
27,106603.8879,470,Contract,42644.18874,36,0.13332656,0,0
41,,718,Salaried,12025.83509,12,0.066339507,0,0
35,436348.5625,593,Contract,98983.32867,24,0.113419196,0,0
50,377383.5348,727,Contract,11039.68316,36,0.009750763,0,0
56,274077.4815,629,Salaried,58126.01188,24,0.106034736,0,0
24,189593.376,597,Salaried,203740.5373,36,0.358183475,0,1
62,341923.9297,703,Self-Employed,119376.5422,60,0.069823924,0,0
65,521613.1898,708,Salaried,21076.65845,48,0.010101438,0,0
61,313245.2955,731,Self-Employed,3477.824863,48,0.002775534,0,0
46,288736.8554,643,Self-Employed,50879.9513,60,0.035241664,0,0
36,194983.4171,760,Salaried,411917.6663,36,0.704149312,0,1
55,140689.622,765,Self-Employed,39630.58151,60,0.0563328,0,0
56,121194.2696,656,Unemployed,18698.67746,36,0.051423846,1,0
42,404468.7604,452,Self-Employed,17546.26635,48,0.010844933,0,0
34,160153.8,999,Contract,19836.24497,60,0.024769639,0,0
68,84481.11183,527,Self-Employed,9745.402118,60,0.023067921,0,0
54,187949.2332,800,Salaried,35207.48415,48,0.046828119,0,0
20,215123.2528,843,Contract,15597.81585,36,0.024167457,0,0
41,141244.8891,552,Salaried,18902.31794,48,0.033453798,0,0
35,91254.02845,691,Self-Employed,53168.08307,12,0.582561595,0,0
66,346430.4194,517,Salaried,36280.50035,12,0.104723031,0,0
43,329912.3681,747,Contract,28198.14327,24,0.042734254,0,0
38,44090.53162,700,Salaried,25757.88655,60,0.116809106,0,0
28,205744.7712,660,Self-Employed,15465.99062,36,0.025055458,0,0
58,,726,Contract,30183.15735,48,0.033170643,0,0
34,360804.6283,566,Self-Employed,60786.87939,12,0.168470283,1,1
68,62461.09346,667,Salaried,19221.78513,48,0.076920255,0,0
62,113300.191,643,Self-Employed,41592.25935,24,0.183529499,1,0
55,337164.9078,563,Salaried,64744.08088,60,0.038403627,1,1
38,227866.7757,717,Salaried,72870.56943,60,0.063955556,0,0
21,189623.4277,621,Salaried,23775.45411,12,0.125374538,0,0
49,787616.552,505,Salaried,27316.76662,36,0.011560765,1,0
35,550793.3355,613,Salaried,18362.9168,12,0.033338306,0,0
61,99063.73647,736,Salaried,17913.01771,24,0.090400629,0,0
45,213932.1556,528,Salaried,21341.69676,24,0.049876793,0,0
53,93249.68569,590,Salaried,76770.45455,12,0.823172496,0,1
54,230559.4972,660,Contract,226159.9363,48,0.24521671,1,0
61,441279.8789,461,Contract,144575.4899,60,0.01310475,1,0
67,140604.116,609,Self-Employed,51244.55639,12,0.364428757,0,0
43,194827.6929,706,Salaried,16909.05356,36,0.028928147,0,0
66,40583.87449,657,Self-Employed,64251.00023,48,0.395674444,1,1
41,177215.3081,715,Salaried,44013.62764,12,0.248345631,0,0
27,139291.4981,598,Self-Employed,96000.81752,12,0.689148649,0,1
55,201311.8455,745,Self-Employed,11649.86424,24,0.028933146,0,0
66,112704.3808,554,Self-Employed,66210.29825,60,0.117481235,0,0
25,86062.4645,708,Self-Employed,8601.773444,60,0.019986818,1,0
19,372911.6607,545,Self-Employed,78794.94244,48,0.052822434,0,0
